1664650935703428864,0009,6.840
1664650938259367936,0013,9.920
1664650943371484928,0017,11.920
1664650945928082944,0021,14.960
1664650948483696896,0024,17.180
1664650951040528896,0028,20.180
1664650953598351872,0032,23.180
1664650956156446976,0036,26.180
1664650958714102016,0040,29.140
1664650961269826048,0043,31.360
1664650963827096064,0047,34.200
1664650966384464896,0050,36.420
