1664847971326396928,1.883982,9.186996,-2.855163
1664847971337287936,1.832489,9.157207,-2.860402
1664847971346290944,1.875600,9.099877,-3.013833
1664847971356289024,1.908232,9.060209,-3.035238
1664847971366273024,1.942511,9.072334,-3.033592
1664847971376240128,1.979633,9.126521,-3.028203
1664847971387354880,1.936673,9.135203,-2.990332
1664847971396212992,1.940714,9.120534,-3.003354
1664847971406234880,1.929188,9.111103,-2.998864
1664847971416222208,1.945355,9.116642,-2.963388
1664847971426179840,1.948049,9.122480,-2.931354
1664847971437248000,1.941014,9.137748,-2.934797
1664847971446230016,1.914219,9.130563,-2.934647
1664847971456186112,1.911675,9.102272,-2.916086
1664847971466169856,1.891467,9.071885,-2.894980
1664847971476204800,1.934577,9.025781,-2.888543
1664847971487323904,2.041604,9.024134,-2.859204
1664847971496196096,2.143093,9.108708,-2.871628
1664847971506111232,2.199676,9.185648,-2.908302
1664847971516113920,2.225722,9.238788,-2.987637
1664847971526295040,2.240990,9.257200,-3.050207
1664847971535965952,2.190096,9.201964,-3.063080
1664847971546116864,2.098486,9.162596,-3.077450
1664847971556069888,2.022444,9.063802,-3.084186
1664847971566034944,1.957928,9.010063,-3.082390
1664847971576012032,1.932781,8.981623,-3.044519
1664847971585989888,1.923350,8.970695,-3.031795
1664847971596000000,1.916165,8.938063,-3.016826
1664847971605991936,1.909429,8.931627,-3.027305
1664847971615941120,1.930236,8.957822,-3.103945
1664847971625949952,1.958228,9.001082,-3.101700
1664847971635931136,2.009272,9.060658,-3.047662
1664847971645943040,2.078877,9.156010,-3.057991
1664847971655931904,2.132915,9.223071,-3.097060
1664847971665906944,2.149979,9.302406,-3.114723
1664847971675871744,2.146237,9.342223,-3.087929
1664847971685820160,2.131118,9.361682,-3.028353
1664847971695844096,2.101480,9.340726,-2.979554
1664847971705851904,2.077679,9.304950,-2.926265
1664847971715827968,2.065106,9.278156,-2.870880
1664847971725805056,2.049239,9.273965,-2.827171
1664847971736099840,2.028282,9.264385,-2.804867
1664847971745809152,2.016008,9.259295,-2.758015
1664847971755781120,2.022594,9.244626,-2.735262
1664847971765781760,1.999991,9.241782,-2.766996
1664847971775946240,1.956432,9.192235,-2.870431
1664847971785724160,1.929338,9.131311,-3.020569
1664847971795692800,1.942061,9.106463,-3.204985
1664847971805743104,1.973346,9.123528,-3.406017
1664847971815706880,2.036964,9.189989,-3.635640
1664847971825669120,2.200424,9.343121,-3.714825
1664847971835670016,2.380051,9.500144,-3.785628
1664847971845649920,2.414030,9.620494,-3.865711
1664847971855688960,2.432442,9.716295,-3.842959
1664847971865658112,2.419419,9.707763,-3.827990
1664847971875646976,2.344724,9.624087,-3.835923
1664847971885651200,2.255360,9.532627,-3.863466
1664847971895624192,2.171983,9.444161,-3.904630
1664847971905645824,2.087709,9.288934,-3.945046
1664847971915632896,2.012864,9.175919,-4.031117
1664847971925602048,1.953887,9.085656,-4.210744
1664847971935547904,1.942361,9.007369,-4.436624
1664847971945579008,2.001488,8.975186,-4.597689
1664847971955530240,2.118544,8.998987,-4.751419
1664847971965529088,2.262545,8.957822,-4.820576
1664847971975517952,2.379901,8.842861,-4.870572
1664847971985508864,2.428849,8.604257,-4.895121
1664847971995483904,2.404899,8.201894,-4.930896
1664847972005560832,2.351759,7.798633,-4.873715
1664847972015408896,2.318529,7.416028,-4.761449
1664847972025785856,2.186353,7.125782,-4.605173
1664847972035326976,2.121688,7.002887,-4.516707
1664847972045340160,1.920506,6.906787,-4.467759
1664847972055371008,1.740580,6.911428,-4.430187
1664847972065314048,1.554966,7.086414,-4.394711
1664847972075375104,1.550176,7.427405,-4.408782
1664847972085331968,1.732647,7.750882,-4.506529
1664847972095320064,1.717229,7.753876,-4.696035
1664847972105336064,1.709445,7.629335,-4.885990
1664847972115278848,1.871408,7.491771,-4.964277
1664847972125310976,2.118844,7.379504,-5.004992
1664847972135273984,2.395020,7.371571,-5.056335
1664847972145264128,2.628384,7.407047,-4.984934
1664847972155329024,2.802622,7.510931,-4.902904
1664847972165287936,2.911146,7.630682,-4.823120
1664847972175250944,2.997517,7.739506,-4.742887
1664847972185164032,3.083288,7.800279,-4.618047
1664847972195201792,3.174000,7.833061,-4.584816
1664847972205202944,3.190615,7.844886,-4.467759
1664847972215249920,3.110083,7.753127,-4.386927
1664847972225202176,3.101999,7.670649,-4.484824
1664847972235221760,3.030897,7.628736,-4.590654
1664847972245153792,2.802023,7.520361,-4.558620
1664847972255165184,2.643503,7.429201,-4.708758
1664847972265169152,2.387685,7.378307,-4.813241
1664847972275147008,2.033671,7.310498,-4.901857
1664847972285104128,1.759441,7.333101,-5.004543
1664847972295120896,1.557811,7.416328,-5.212012
1664847972305117184,1.291963,7.429650,-5.522915
1664847972315075840,0.828527,7.219337,-5.907465
1664847972325044224,0.387095,6.888376,-6.218818
1664847972335051008,0.344733,6.571185,-6.258635
1664847972345027840,0.424667,5.895939,-5.908663
1664847972355122944,0.281564,4.683760,-5.170997
1664847972365009920,0.010778,3.435955,-4.198619
1664847972375022848,0.346529,3.057242,-5.297035
1664847972384978944,0.771496,3.152594,-5.868846
1664847972394959872,1.069676,3.196453,-5.754933
1664847972405025024,1.475332,3.476521,-6.726712
1664847972414946048,2.001039,4.094286,-7.339687
1664847972424978944,0.303868,4.043990,-5.185816
1664847972434929920,-0.251477,4.291276,-3.055895
1664847972444922880,1.949396,5.909711,-7.884255
1664847972455079168,3.990701,6.788234,-7.004684
1664847972464898048,0.553399,7.127279,-5.780829
1664847972474908928,1.764082,8.393496,-6.197263
1664847972484868096,2.015409,9.477691,-6.853049
1664847972494830080,1.633104,10.249336,-6.685547
1664847972505014016,1.451981,11.001971,-6.834787
1664847972514840064,0.498463,11.631263,-6.519093
1664847972524761088,-0.427511,13.346097,-6.313122
1664847972534749952,-0.847538,15.446529,-6.253995
1664847972544791040,-0.236957,17.487534,-6.165678
1664847972554808064,0.793799,18.466050,-6.168672
1664847972564732928,1.445843,17.138011,-6.144423
1664847972574776064,1.180445,13.866265,-6.002817
1664847972584708096,1.585054,11.541150,-5.741161
1664847972594714112,2.007924,9.994866,-5.259164
1664847972604979968,2.250420,8.895701,-5.064269
1664847972614737152,2.311344,8.039632,-5.020560
1664847972624722944,2.426903,7.755522,-5.117109
1664847972634695168,2.435735,8.132888,-5.290448
1664847972644699136,2.153123,8.857680,-5.463788
1664847972654747904,2.133064,9.871821,-6.385721
1664847972664675072,1.394799,10.588830,-6.587352
1664847972674632960,0.729433,11.491304,-6.186485
1664847972684606976,0.434995,12.022549,-6.057903
1664847972694593024,0.194745,11.716136,-5.327721
1664847972704685056,0.043559,10.683134,-4.399501
1664847972714566912,-0.046853,9.687405,-3.517086
1664847972724581888,-0.160466,8.692873,-2.855163
1664847972734648064,-0.251477,7.802674,-2.394720
1664847972744515840,-0.253573,7.134913,-2.055975
