1664846431659023104,0010,7.100
1664846434216854016,0013,9.230
1664846439328888064,0017,12.070
1664846441882823936,0020,14.230
1664846444440233984,0023,16.360
1664846446995770880,0027,19.200
1664846449556496128,0030,21.360
1664846452112203008,0033,23.490
1664846454669713920,0041,29.170
1664846457223992832,0044,31.690
