1664650835975705088,0010,7.400
1664650838532547840,0014,10.320
1664650843644571904,0018,13.280
1664650846201990144,0023,17.080
1664650848760488960,0027,20.000
1664650851320472064,0030,22.370
1664650853875853056,0036,26.810
1664650856432413952,0041,30.710
1664650858986820096,0045,33.830
